239;2023-06-30 17:10:53.000238;2023-06-30 17:10:53.000238;31;2;;Spain;D;Gila;Lazio
240;2023-06-30 17:10:53.000239;2023-06-30 17:10:53.000239;31;2;;France;D;Bayeye;Torino
241;2023-06-30 17:10:53.000240;2023-06-30 17:10:53.000240;37;2;;Italy;D;Barbieri;Juventus
242;2023-06-30 17:10:53.000241;2023-06-30 17:10:53.000241;29;2;;Tunisia;D;Bronn;Salernitana
243;2023-06-30 17:10:53.000242;2023-06-30 17:10:53.000242;22;1;;Italy;D;Conti;Sampdoria
244;2023-06-30 17:10:53.000243;2023-06-30 17:10:53.000243;33;1;;Italy;D;Romagnoli S.;Lecce
245;2023-06-30 17:10:53.000244;2023-06-30 17:10:53.000244;38;1;;Italy;D;Marrone;Monza
246;2023-06-30 17:10:53.000245;2023-06-30 17:10:53.000245;34;1;;Romania;D;Radu;Lazio
247;2023-06-30 17:10:53.000246;2023-06-30 17:10:53.000246;20;1;;Italy;D;Florenzi;Milan
248;2023-06-30 17:10:53.000247;2023-06-30 17:10:53.000247;32;1;;Italy;D;Sala;Spezia
